subject,predicate,object
Хобгоблин_военачальник_Hobgoblin_Warlord,hasHp,97
Куо-тоа_куо-тоа,hasStr,13
Гримлок_Grimlock,hasWorldview,Нейтральный_злой
Тиранозавр_Tyrannosaurus_Rex,hasArmor,13
Древний_Серебряный_Дракон_Ancient_Silver_Dragon,hasSize,Громадный
Рой_воронов_Swarm_of_Ravens,hasWorldview,Истинно_нейтральный
Яман_Chasme,hasRank,6
Кобольд_Kobold,hasCon,9
Гористро_Goristro,hasType,Исчадие
Тридрон_Tridrone,hasWis,10
Летающий_меч_Flying_Sword,hasImmunityToState,Парализованный
Гигантский_удав_Giant_Constrictor_Snake,type,NamedIndividual
Серебряный_Дракон_Вирм,hasWorldview,Законопослушный_добрый
Фиолетовая_плесень_Violet_Fungus,hasWis,3
Птеранодон_Pteranodon,hasType,Зверь
Темная_мантия_Darkmantle,hasLocation,Равнина/луг
Горгулья_Gargoyle,hasImmunityToState,Окаменевший
Миконид_Монарх_Myconid_Sovereign,hasWorldview,Законопослушный_нейтральный
Мертвый_Слаад_Death_Slaad,type,Enemy
Сахуагин_жрица_Sahuagin_Priestess,hasLocation,Руины
Мумия_лорд_Mummy_Lord,hasVulnerabilityToDamage,Дробящий
Слаад_головастик_Slaad_Tadpole,hasRank,1/8
Смещающий_зверь_Displacer_Beast,hasInt,6
Древний_Серебряный_Дракон_Ancient_Silver_Dragon,type,NamedIndividual
Серебряный_Дракон_Вирм,hasLocation,Руины
Дэв_Deva,hasImmunityToState,Истощенный
Аллозавр_Allosaurus,hasWis,12
Гнолл_гнолл,type,NamedIndividual
Багбир_Bugbear,hasHp,27
Каменный_великан_Stone_Giant,hasArmor,17
Грик_Grick,hasHp,27
Гиппогриф_Hippogriff,hasRank,1
Горностай_Weasel,hasType,Зверь
Хезроу_Hezrou,hasHp,136
Молодой_Золотой_Дракон_Young_Golden_Dragon,hasImmunityToDamage,Огненный
Фламп_Flumph,hasRank,1/8
Ревенант_Revenant,hasStr,18
Гиносфинкс_Gynosphinx,hasType,Монстр
Дретч_Dretch,hasSize,Маленький
Белый_Дракон_Вирм_White_Dragon_Wyrmling,hasCha,11
Гористро_Goristro,hasInt,6
Дэв_Deva,hasResistanceToDamage,Дробящий
Тень_Shadow,hasWis,10
Древний_Золотой_Дракон_Ancient_Gold_Dragon,type,Enemy
Психическая_энергия,type,NamedIndividual
Взрослый_Латунный_Дракон_Adult_Brass_Dragon,hasStr,23
Удав_Constrictor_Snake,hasLocation,Деревня
Огненный_череп_Flameskull,hasWis,10
Водный_Элементаль_Water_Elemental,hasImmunityToState,Бессознательный
Молодой_Латунный_Дракон_Young_Brass_Dragon,hasCon,17
Ползущий_Падальшик_Carrion_Crawler,hasArmor,13
0,type,Rank
Магмовый_мефит_Magma_Mephit,hasWis,10
Чистокровный_Юан-ти_Yuan-ti_Pureblood,type,NamedIndividual
Гигантский_кабан_Giant_Boar,hasHp,42
Болтающие_рты_Gibbering_Mouther,hasImmunityToState,Сбитый_с_ног
Куаггот_Quaggoth,hasRank,2
Квадрон_Quadrone,hasWorldview,Истинно_нейтральный
Служитель_Acolyte,hasLocation,Горы
Облачный_Гигант_Cloud_Giant,hasSize,Огромный
Кошмар_в_шлеме_Helmed_Horror,hasImmunityToState,Парализованный
hasLocation,type,ObjectProperty
Дроу_элитный_воин_Drow_Elite_Warrior,hasRank,5
Дуодрон_Duodrone,hasStr,11
Призрачный_паук_Phase_Spider,hasCha,6
Куазит_Quasit,hasStr,5
Рой_ядовитых_змей_Swarm_of_Poisonous_Snakes,hasLocation,Горы
Драконий,type,NamedIndividual
Взрослый_Белый_Дракон_Adult_White_Dragon,hasStr,22
Тиранозавр_Tyrannosaurus_Rex,hasInt,2
Магмин_Magmin,hasResistanceToDamage,Дробящий
Отвратительный_Йети_Abominable_Yeti,hasType,Монстр
Гидра_Hydra,hasWorldview,Истинно_нейтральный
Теневой_демон_Shadow_Demon,hasImmunityToState,Окаменевший
Лемур_Lemure,hasImmunityToState,Отравленный
Огр-зомби_Ogre_Zombie,hasHp,85
Красный_полудракон_ветеран_Half-Red_Dragon_Veteran,hasInt,10
Молодой_Реморхаз_Young_Remorhaz,hasWorldview,Истинно_нейтральный
Бородатый_Дьявол_Bearded_Devil,hasImmunityToDamage,Огненный
Летающий_меч_Flying_Sword,hasType,Конструкт
Древний_Черный_Дракон_Ancient_Black_Dragon,hasImmunityToDamage,Кислотный
Ветвистая_зараза_Twig_Blight,type,NamedIndividual
Фламп_Flumph,hasArmor,12
Черный_Пудинг_Black_Pudding,hasCha,1
Рыцарь_Knight,hasRank,3
Морской_конь_Sea_Horse,hasCon,8
Гигантская_гиена_Giant_Hyena,hasHp,45
Пугало_Scarecrow,hasSize,Средний
Солар_Solar,hasArmor,21
Джинн_Djinni,hasLanguage,Первичный
Хаотичный_добрый,type,NamedIndividual
Древний_Красный_Дракон_Ancient_Red_Dragon,hasCon,29
Водная_аномалия_Water_Weird,hasWorldview,Истинно_нейтральный
Взрослый_Серебряный_Дракон_Adult_Silver_Dragon,hasStr,27
Кобольд_Kobold,hasRank,1/8
Адская_гончая_Hell_Hound,hasRank,3
Орк_Глаз_Груумша_Orc_Eye_of_Gruumsh,hasWis,13
Юан-ти_Форма_проклятия_3_Yuan-ti_Malison_Type_3,hasType,Монстр
Саламандра_Salamander,hasType,Элементаль
Белый_медведь_Polar_Bear,hasCon,16
Рой_Квипперов_Swarm_of_Quippers,hasStr,13
Шпион_Spy,hasSize,Средний
Скелет_Skeleton,hasRank,1/4
Взрослый_Бронзовый_Дракон_Adult_Bronze_Dragon,hasLocation,Холмы
Гигантский_кабан_Giant_Boar,hasArmor,12
Взрослый_Серебряный_Дракон_Adult_Silver_Dragon,hasCha,21
Взрослый_Латунный_Дракон_Adult_Brass_Dragon,type,NamedIndividual
Страшный_волк_Dire_Wolf,hasArmor,14
Рогатый_Дьявол_Horned_Devil,hasWorldview,Законопослушный_злой
Дворянин_Noble,type,Enemy
Молодой_Латунный_Дракон_Young_Brass_Dragon,hasHp,110
Ракшаса_Rakshasa,type,NamedIndividual
Куазит_Quasit,type,NamedIndividual
Разбуженное_Дерево_Awakened_Tree,hasResistanceToDamage,Дробящий
Взрослый_Медный_Дракон_Adult_Copper_Dragon,hasInt,18
Тень_Shadow,hasCha,8
Куо-тоа_староста_куо-тоа_Monitor,hasLanguage,Подземный
Глабрезу_Glabrezu,hasImmunityToDamage,Ядовитый
Кабан-оборотень_Wereboar,type,NamedIndividual
Балливаг_Bullywug,hasRank,1/4
Мертвый_Слаад_Death_Slaad,hasRank,10
Дварфский,type,NamedIndividual
Исчадие,type,NamedIndividual
Шакал-оборотень_Jackalwere,hasInt,13
Кровавый_Ястреб_Blood_Hawk,hasInt,3
Гнолл_Клык_Иеноху_гнолл_Fang_of_Yeenoghu,hasType,Гуманоид
Фейский_ДраконСиний_Faerie_Dragon_Indigo,type,Enemy
Осьминог_Octopus,type,Enemy
Земляной_Элементаль_Earth_Elemental,hasResistanceToDamage,Колющий
Визгун_Shrieker,type,Enemy
Древний_Серебряный_Дракон_Ancient_Silver_Dragon,hasLocation,Горы
Нага_духов_Spirit_Naga,hasWorldview,Хаотичный_злой
Берсерк_Berserker,hasArmor,13
Багбир_Bugbear,hasSize,Средний
Магмин_Magmin,hasCon,12
Полтергейст_Poltergeist,hasCon,11
Азер_Azer,hasType,Элементаль
Врок_Vrock,hasLanguage,Бездны
Молодой_Красный_Дракон_Young_Red_Dragon,hasArmor,18
19,type,NamedIndividual
Птеранодон_Pteranodon,hasRank,1/4
Шакал-оборотень_Jackalwere,hasLanguage,Общий
Зорн_Xorn,hasArmor,19
Куаггот_Quaggoth,hasStr,17
Гигантский_морской_конь_Giant_Sea_Horse,hasWis,12
Древний_Золотой_Дракон_Ancient_Gold_Dragon,hasHp,546
Гигантский_морской_конь_Giant_Sea_Horse,type,NamedIndividual
Кошмар_в_шлеме_Helmed_Horror,hasResistanceToDamage,Дробящий
Фея_Sprite,hasInt,14
Взрослый_Синий_Драколич_Adult_Blue_Dracolich,hasImmunityToState,Истощенный
Кенку_Kenku,hasLanguage,Общий
Черный_Пудинг_Black_Pudding,hasImmunityToDamage,Холодный
Древний_Золотой_Дракон_Ancient_Gold_Dragon,hasCon,29
Мимик_Mimic,hasHp,58
Пегас_Pegasus,hasLanguage,Сильван
Куаггот_Тонот_Quaggoth_Thonot,type,Enemy
Гоблин_Goblin,hasLanguage,Общий
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasResistanceToDamage,Холодный
Пурпурный_червь_Purple_Worm,hasLocation,Равнина/луг
Монодрон_Monodrone,hasLocation,Полярная_тундра
Взрослый_Бронзовый_Дракон_Adult_Bronze_Dragon,type,Enemy
Древний_Медный_Дракон_Ancient_Copper_Dragon,hasWorldview,Хаотичный_добрый
Гигантская_летучая_мышь_Giant_Bat,hasCon,11
Огненный_череп_Flameskull,hasInt,16
Марилит_Marilith,hasImmunityToDamage,Ядовитый
Серая_слизь_с_атакой_психики_Gray_Ooze_Psychic,hasStr,12
Ползущая_насыпь_Shambling_Mound,hasWis,10
Марилит_Marilith,hasCha,20
Каменный_великан_Stone_Giant,type,Enemy
Врок_Vrock,hasCha,8
Рой_многоножек_Swarm_of_Centipedes,hasLocation,Тропики
Марилит_Marilith,hasArmor,18
Дэв_Deva,hasStr,18
Русалка_Merfolk,hasWorldview,Истинно_нейтральный
Гарпия_Harpy,hasHp,38
Гигантская_лягушка_Giant_Frog,hasCha,3
Гриф_Vulture,hasArmor,10
Хобгоблин_Hobgoblin,hasLanguage,Гоблинский
Багбир_Шеф_Bugbear_Chief,hasSize,Средний
Ящерица_Lizard,hasStr,2
Гигантская_оса_Giant_Wasp,hasWis,10
Циклоп_Cyclops,hasLocation,Под_водой
Бабуин_Baboon,hasStr,8
Русалка_Merfolk,hasType,Гуманоид
Газовая_спора_Gas_Spore,type,Enemy
Грязевой_мефит_Mud_Mephit,hasInt,9
Ползущий_Падальшик_Carrion_Crawler,hasType,Монстр
Гидра_Hydra,hasWis,10
Невидимый_сталкер_Invisible_Stalker,hasStr,16
Серый_слаад_Gray_Slaad,hasWorldview,Хаотичный_нейтральный
Пантера_Panther,hasCha,7
Страж-щитоносец_Shield_Guardian,hasLocation,Лес
Манз_Manes,hasArmor,9
Бехир_Behir,hasInt,7
Зеленый_Дракон_Вирм_Green_Dragon_Wyrmling,hasArmor,17
Костяной_Дьявол_Копьеносец_Bone_Devil_Polearm,hasImmunityToDamage,Ядовитый
Кенку_Kenku,type,Enemy
Гримлок_Grimlock,hasRank,1/4
Молодой_Серебряный_Дракон_Young_Silver_Dragon,hasRank,9
Упырь_Wight,hasArmor,14
Водная_аномалия_Water_Weird,hasWis,10
Хезроу_Hezrou,hasResistanceToDamage,Колющий
Фейский_ДраконКрасный_Faerie_Dragon_Red,hasType,Дракон
Берсерк_Berserker,hasWis,11
Пылевой_мефит_Dust_Mephit,hasStr,5
Ревенант_Revenant,hasSize,Средний
Костяной_Нага_Страж_Bone_Naga_Guardian,hasImmunityToState,Очарованный
Невидимый_сталкер_Invisible_Stalker,hasCha,11
Юан-ти_Форма_проклятия_3_Yuan-ti_Malison_Type_3,hasRank,3
Молодой_Зеленый_Дракон_Young_Green_Dragon,hasWis,13
Цепной_Дьявол_Chain_Devil,hasWorldview,Законопослушный_злой
Рой_Квипперов_Swarm_of_Quippers,hasRank,1
Кабан-оборотень_Wereboar,hasLocation,Горы
Гладиатор_Gladiator,hasWis,12
Носорог_Rhinoceros,hasArmor,11
Взрослый_Миконид_Myconid_Adult,hasLocation,Подземье
14,type,Rank
Огненный_Элементаль_Fire_Elemental,hasInt,6
Фламп_Flumph,hasType,Абберация
Энт_Treant,hasResistanceToDamage,Дробящий
Бурый_Медведь_Brown_Bear,hasType,Зверь
Дракон,type,NamedIndividual
Мумия_Mummy,hasRank,3
Единорог_Unicorn,hasCon,15
Гиппогриф_Hippogriff,type,NamedIndividual
Вампир_заклинатель_Vampire_Spellcaster,hasStr,18
Хобгоблин_Hobgoblin,hasCha,9
1,type,Rank
Горгулья_Gargoyle,hasSize,Средний
Сова_Owl,hasLocation,Полярная_тундра
Хобгоблин_капитан_Hobgoblin_Captain,hasStr,15
Водный_Элементаль_Water_Elemental,hasInt,5
Гитиянки_рыцарь_Githyanki_Knight,hasCha,15
Бехир_Behir,hasLanguage,Драконий
Хобгоблин_Hobgoblin,hasRank,1/2
Шпион_Spy,hasCon,10
Врок_Vrock,hasResistanceToDamage,Электрический
Молодой_Красный_Дракон_Young_Red_Dragon,hasStr,23
Ядовитая_змея_Poisonous_Snake,hasWorldview,Истинно_нейтральный
Драконовая_черепаха_Dragon_Turtle,type,NamedIndividual
Эттин_Ettin,hasLanguage,Орочий
Джинн_Djinni,hasImmunityToDamage,Электрический
Шакал-оборотень_Jackalwere,hasStr,11
Шипастый_Дьявол_Barbed_Devil,hasType,Исчадие
Бабуин_Baboon,hasWis,12
Шакал_Jackal,hasCha,6
Рыцарь_смерти_Death_Knight,hasStr,20
Железный_голем_Iron_Golem,hasImmunityToState,Отравленный
Нага_страж_Guardian_Naga,hasLanguage,Небесный
26,type,Rank
Невидимый_сталкер_Invisible_Stalker,hasResistanceToDamage,Рубящий
Рой_воронов_Swarm_of_Ravens,hasImmunityToState,Очарованный
Доппелгангер_Doppelganger,hasInt,11
Марилит_Marilith,type,Enemy
Дроу_Drow,hasSize,Средний
Скелет_боевого_коня_Warhorse_Skeleton,hasRank,1/2
Ламия_Lamia,hasCon,15
Древний_Латунный_Дракон_Ancient_Brass_Dragon,hasWis,15
Совомедведь_Owlbear,hasCha,7
Рой_воронов_Swarm_of_Ravens,hasRank,1/4
21,type,Rank
Балор_Balor,hasStr,26
Гоблин_Goblin,type,NamedIndividual
